KE: , 64 , PE: , -250 , total: , -186 , delta E: , -0 , t: , 2
KE: , 68.1428 , PE: , -254.143 , total: , -186 , delta E: , 1.68391e-13 , t: , 502
KE: , 72.684 , PE: , -258.684 , total: , -186 , delta E: , 1.68391e-13 , t: , 504
KE: , 79.1492 , PE: , -265.149 , total: , -186 , delta E: , 1.68391e-13 , t: , 506
KE: , 87.8608 , PE: , -273.861 , total: , -186 , delta E: , 1.68391e-13 , t: , 508
KE: , 99.2932 , PE: , -285.293 , total: , -186 , delta E: , 1.68697e-13 , t: , 510
KE: , 114.14 , PE: , -300.14 , total: , -186 , delta E: , 1.68391e-13 , t: , 512
KE: , 133.424 , PE: , -319.424 , total: , -186 , delta E: , 1.68238e-13 , t: , 514
KE: , 158.671 , PE: , -344.671 , total: , -186 , delta E: , 1.68544e-13 , t: , 516
KE: , 192.185 , PE: , -378.185 , total: , -186 , delta E: , 1.68238e-13 , t: , 518
KE: , 237.43 , PE: , -423.43 , total: , -186 , delta E: , 1.68391e-13 , t: , 520
KE: , 299.21 , PE: , -485.21 , total: , -186 , delta E: , 1.68391e-13 , t: , 522
KE: , 381.81 , PE: , -567.81 , total: , -186 , delta E: , 1.68391e-13 , t: , 524
KE: , 477.565 , PE: , -663.565 , total: , -186 , delta E: , 1.67474e-13 , t: , 526
KE: , 538.963 , PE: , -724.963 , total: , -186 , delta E: , 1.69308e-13 , t: , 528
KE: , 506.447 , PE: , -692.447 , total: , -186 , delta E: , 1.64112e-13 , t: , 530
KE: , 414.499 , PE: , -600.499 , total: , -186 , delta E: , 1.62279e-13 , t: , 532
KE: , 325.172 , PE: , -511.172 , total: , -186 , delta E: , 1.6289e-13 , t: , 534
KE: , 256.524 , PE: , -442.524 , total: , -186 , delta E: , 1.62279e-13 , t: , 536
KE: , 206.194 , PE: , -392.194 , total: , -186 , delta E: , 1.62279e-13 , t: , 538
KE: , 169.109 , PE: , -355.109 , total: , -186 , delta E: , 1.62432e-13 , t: , 540
KE: , 141.331 , PE: , -327.331 , total: , -186 , delta E: , 1.62584e-13 , t: , 542
KE: , 120.203 , PE: , -306.203 , total: , -186 , delta E: , 1.62584e-13 , t: , 544
KE: , 103.967 , PE: , -289.967 , total: , -186 , delta E: , 1.62737e-13 , t: , 546
KE: , 91.453 , PE: , -277.453 , total: , -186 , delta E: , 1.63196e-13 , t: , 548
KE: , 81.8693 , PE: , -267.869 , total: , -186 , delta E: , 1.6289e-13 , t: , 550
KE: , 74.6751 , PE: , -260.675 , total: , -186 , delta E: , 1.62737e-13 , t: , 552
KE: , 69.5015 , PE: , -255.502 , total: , -186 , delta E: , 1.6289e-13 , t: , 554
KE: , 66.1025 , PE: , -252.103 , total: , -186 , delta E: , 1.6289e-13 , t: , 556
KE: , 64.3251 , PE: , -250.325 , total: , -186 , delta E: , 1.63196e-13 , t: , 558
KE: , 64.0921 , PE: , -250.092 , total: , -186 , delta E: , 1.63196e-13 , t: , 560
KE: , 65.3934 , PE: , -251.393 , total: , -186 , delta E: , 1.6289e-13 , t: , 562
KE: , 68.2853 , PE: , -254.285 , total: , -186 , delta E: , 1.63196e-13 , t: , 564
KE: , 72.8962 , PE: , -258.896 , total: , -186 , delta E: , 1.6289e-13 , t: , 566
KE: , 79.4414 , PE: , -265.441 , total: , -186 , delta E: , 1.63196e-13 , t: , 568
KE: , 88.248 , PE: , -274.248 , total: , -186 , delta E: , 1.6289e-13 , t: , 570
KE: , 99.7977 , PE: , -285.798 , total: , -186 , delta E: , 1.6289e-13 , t: , 572
KE: , 114.795 , PE: , -300.795 , total: , -186 , delta E: , 1.63196e-13 , t: , 574
KE: , 134.277 , PE: , -320.277 , total: , -186 , delta E: , 1.63043e-13 , t: , 576
KE: , 159.793 , PE: , -345.793 , total: , -186 , delta E: , 1.63196e-13 , t: , 578
KE: , 193.688 , PE: , -379.688 , total: , -186 , delta E: , 1.62737e-13 , t: , 580
KE: , 239.474 , PE: , -425.474 , total: , -186 , delta E: , 1.63043e-13 , t: , 582
KE: , 301.998 , PE: , -487.998 , total: , -186 , delta E: , 1.62584e-13 , t: , 584
KE: , 385.401 , PE: , -571.401 , total: , -186 , delta E: , 1.63196e-13 , t: , 586
KE: , 481.054 , PE: , -667.054 , total: , -186 , delta E: , 1.62279e-13 , t: , 588
KE: , 539.6 , PE: , -725.6 , total: , -186 , delta E: , 1.61362e-13 , t: , 590
KE: , 503.491 , PE: , -689.491 , total: , -186 , delta E: , 1.52805e-13 , t: , 592
KE: , 410.759 , PE: , -596.759 , total: , -186 , delta E: , 1.52194e-13 , t: , 594
KE: , 322.125 , PE: , -508.125 , total: , -186 , delta E: , 1.51277e-13 , t: , 596
KE: , 254.275 , PE: , -440.275 , total: , -186 , delta E: , 1.51582e-13 , t: , 598
KE: , 204.546 , PE: , -390.546 , total: , -186 , delta E: , 1.5143e-13 , t: , 600
KE: , 167.884 , PE: , -353.884 , total: , -186 , delta E: , 1.5143e-13 , t: , 602
KE: , 140.406 , PE: , -326.406 , total: , -186 , delta E: , 1.51582e-13 , t: , 604
KE: , 119.494 , PE: , -305.494 , total: , -186 , delta E: , 1.51735e-13 , t: , 606
KE: , 103.421 , PE: , -289.421 , total: , -186 , delta E: , 1.51582e-13 , t: , 608
KE: , 91.0328 , PE: , -277.033 , total: , -186 , delta E: , 1.51277e-13 , t: , 610
KE: , 81.55 , PE: , -267.55 , total: , -186 , delta E: , 1.51277e-13 , t: , 612
KE: , 74.4398 , PE: , -260.44 , total: , -186 , delta E: , 1.5143e-13 , t: , 614
KE: , 69.3386 , PE: , -255.339 , total: , -186 , delta E: , 1.51277e-13 , t: , 616
KE: , 66.0045 , PE: , -252.005 , total: , -186 , delta E: , 1.50971e-13 , t: , 618
KE: , 64.2878 , PE: , -250.288 , total: , -186 , delta E: , 1.50971e-13 , t: , 620
KE: , 64.1137 , PE: , -250.114 , total: , -186 , delta E: , 1.51124e-13 , t: , 622
KE: , 65.475 , PE: , -251.475 , total: , -186 , delta E: , 1.50971e-13 , t: , 624
KE: , 68.4303 , PE: , -254.43 , total: , -186 , delta E: , 1.50971e-13 , t: , 626
KE: , 73.1113 , PE: , -259.111 , total: , -186 , delta E: , 1.50971e-13 , t: , 628
KE: , 79.7369 , PE: , -265.737 , total: , -186 , delta E: , 1.50818e-13 , t: , 630
KE: , 88.6393 , PE: , -274.639 , total: , -186 , delta E: , 1.50666e-13 , t: , 632
KE: , 100.307 , PE: , -286.307 , total: , -186 , delta E: , 1.50513e-13 , t: , 634
KE: , 115.456 , PE: , -301.456 , total: , -186 , delta E: , 1.50666e-13 , t: , 636
KE: , 135.138 , PE: , -321.138 , total: , -186 , delta E: , 1.50666e-13 , t: , 638
KE: , 160.928 , PE: , -346.928 , total: , -186 , delta E: , 1.50513e-13 , t: , 640
KE: , 195.207 , PE: , -381.207 , total: , -186 , delta E: , 1.50818e-13 , t: , 642
KE: , 241.543 , PE: , -427.543 , total: , -186 , delta E: , 1.50666e-13 , t: , 644
KE: , 304.818 , PE: , -490.818 , total: , -186 , delta E: , 1.51277e-13 , t: , 646
KE: , 389.016 , PE: , -575.016 , total: , -186 , delta E: , 1.50971e-13 , t: , 648
KE: , 484.492 , PE: , -670.492 , total: , -186 , delta E: , 1.5036e-13 , t: , 650
KE: , 540.076 , PE: , -726.076 , total: , -186 , delta E: , 1.47304e-13 , t: , 652
KE: , 500.451 , PE: , -686.451 , total: , -186 , delta E: , 1.36913e-13 , t: , 654
KE: , 407.032 , PE: , -593.032 , total: , -186 , delta E: , 1.36302e-13 , t: , 656
KE: , 319.112 , PE: , -505.112 , total: , -186 , delta E: , 1.35385e-13 , t: , 658
KE: , 252.053 , PE: , -438.053 , total: , -186 , delta E: , 1.35844e-13 , t: , 660
KE: , 202.918 , PE: , -388.918 , total: , -186 , delta E: , 1.35996e-13 , t: , 662
KE: , 166.673 , PE: , -352.673 , total: , -186 , delta E: , 1.36149e-13 , t: , 664
KE: , 139.49 , PE: , -325.49 , total: , -186 , delta E: , 1.36149e-13 , t: , 666
KE: , 118.793 , PE: , -304.793 , total: , -186 , delta E: , 1.36302e-13 , t: , 668
KE: , 102.88 , PE: , -288.88 , total: , -186 , delta E: , 1.36302e-13 , t: , 670
KE: , 90.6168 , PE: , -276.617 , total: , -186 , delta E: , 1.35996e-13 , t: , 672
KE: , 81.2343 , PE: , -267.234 , total: , -186 , delta E: , 1.35691e-13 , t: , 674
KE: , 74.2075 , PE: , -260.207 , total: , -186 , delta E: , 1.35844e-13 , t: , 676
KE: , 69.1783 , PE: , -255.178 , total: , -186 , delta E: , 1.35996e-13 , t: , 678
KE: , 65.9089 , PE: , -251.909 , total: , -186 , delta E: , 1.35996e-13 , t: , 680
KE: , 64.2527 , PE: , -250.253 , total: , -186 , delta E: , 1.35996e-13 , t: , 682
KE: , 64.1376 , PE: , -250.138 , total: , -186 , delta E: , 1.35996e-13 , t: , 684
KE: , 65.5589 , PE: , -251.559 , total: , -186 , delta E: , 1.36149e-13 , t: , 686
KE: , 68.5779 , PE: , -254.578 , total: , -186 , delta E: , 1.36149e-13 , t: , 688
KE: , 73.3293 , PE: , -259.329 , total: , -186 , delta E: , 1.36149e-13 , t: , 690
KE: , 80.0357 , PE: , -266.036 , total: , -186 , delta E: , 1.36149e-13 , t: , 692
KE: , 89.0347 , PE: , -275.035 , total: , -186 , delta E: , 1.36149e-13 , t: , 694
KE: , 100.822 , PE: , -286.822 , total: , -186 , delta E: , 1.35844e-13 , t: , 696
KE: , 116.123 , PE: , -302.123 , total: , -186 , delta E: , 1.35996e-13 , t: , 698
KE: , 136.008 , PE: , -322.008 , total: , -186 , delta E: , 1.35844e-13 , t: , 700
KE: , 162.075 , PE: , -348.075 , total: , -186 , delta E: , 1.35996e-13 , t: , 702
KE: , 196.745 , PE: , -382.745 , total: , -186 , delta E: , 1.36302e-13 , t: , 704
KE: , 243.637 , PE: , -429.637 , total: , -186 , delta E: , 1.35996e-13 , t: , 706
KE: , 307.671 , PE: , -493.671 , total: , -186 , delta E: , 1.35691e-13 , t: , 708
KE: , 392.654 , PE: , -578.654 , total: , -186 , delta E: , 1.36608e-13 , t: , 710
KE: , 487.875 , PE: , -673.875 , total: , -186 , delta E: , 1.3508e-13 , t: , 712
KE: , 540.392 , PE: , -726.392 , total: , -186 , delta E: , 1.27745e-13 , t: , 714
KE: , 497.331 , PE: , -683.331 , total: , -186 , delta E: , 1.17354e-13 , t: , 716
KE: , 403.32 , PE: , -589.32 , total: , -186 , delta E: , 1.16743e-13 , t: , 718
KE: , 316.131 , PE: , -502.131 , total: , -186 , delta E: , 1.16743e-13 , t: , 720
KE: , 249.857 , PE: , -435.857 , total: , -186 , delta E: , 1.17507e-13 , t: , 722
KE: , 201.308 , PE: , -387.308 , total: , -186 , delta E: , 1.17049e-13 , t: , 724
KE: , 165.475 , PE: , -351.475 , total: , -186 , delta E: , 1.17201e-13 , t: , 726
KE: , 138.583 , PE: , -324.583 , total: , -186 , delta E: , 1.16896e-13 , t: , 728
KE: , 118.098 , PE: , -304.098 , total: , -186 , delta E: , 1.16743e-13 , t: , 730
KE: , 102.345 , PE: , -288.345 , total: , -186 , delta E: , 1.16743e-13 , t: , 732
KE: , 90.2051 , PE: , -276.205 , total: , -186 , delta E: , 1.16896e-13 , t: , 734
KE: , 80.922 , PE: , -266.922 , total: , -186 , delta E: , 1.17049e-13 , t: , 736
KE: , 73.9781 , PE: , -259.978 , total: , -186 , delta E: , 1.1659e-13 , t: , 738
KE: , 69.0206 , PE: , -255.021 , total: , -186 , delta E: , 1.16743e-13 , t: , 740
KE: , 65.8157 , PE: , -251.816 , total: , -186 , delta E: , 1.16743e-13 , t: , 742
KE: , 64.2199 , PE: , -250.22 , total: , -186 , delta E: , 1.16743e-13 , t: , 744
KE: , 64.1638 , PE: , -250.164 , total: , -186 , delta E: , 1.17049e-13 , t: , 746
KE: , 65.6452 , PE: , -251.645 , total: , -186 , delta E: , 1.16743e-13 , t: , 748
KE: , 68.7281 , PE: , -254.728 , total: , -186 , delta E: , 1.16743e-13 , t: , 750
KE: , 73.5502 , PE: , -259.55 , total: , -186 , delta E: , 1.16743e-13 , t: , 752
KE: , 80.338 , PE: , -266.338 , total: , -186 , delta E: , 1.1659e-13 , t: , 754
KE: , 89.4342 , PE: , -275.434 , total: , -186 , delta E: , 1.16437e-13 , t: , 756
KE: , 101.342 , PE: , -287.342 , total: , -186 , delta E: , 1.16285e-13 , t: , 758
KE: , 116.798 , PE: , -302.798 , total: , -186 , delta E: , 1.16437e-13 , t: , 760
KE: , 136.887 , PE: , -322.887 , total: , -186 , delta E: , 1.16285e-13 , t: , 762
KE: , 163.235 , PE: , -349.235 , total: , -186 , delta E: , 1.1659e-13 , t: , 764
KE: , 198.301 , PE: , -384.301 , total: , -186 , delta E: , 1.1659e-13 , t: , 766
KE: , 245.757 , PE: , -431.757 , total: , -186 , delta E: , 1.1659e-13 , t: , 768
KE: , 310.557 , PE: , -496.557 , total: , -186 , delta E: , 1.16437e-13 , t: , 770
KE: , 396.312 , PE: , -582.312 , total: , -186 , delta E: , 1.17354e-13 , t: , 772
KE: , 491.198 , PE: , -677.198 , total: , -186 , delta E: , 1.14604e-13 , t: , 774
KE: , 540.546 , PE: , -726.546 , total: , -186 , delta E: , 1.06963e-13 , t: , 776
KE: , 494.136 , PE: , -680.136 , total: , -186 , delta E: , 9.68783e-14 , t: , 778
KE: , 399.625 , PE: , -585.625 , total: , -186 , delta E: , 9.62671e-14 , t: , 780
KE: , 313.184 , PE: , -499.184 , total: , -186 , delta E: , 9.65727e-14 , t: , 782
KE: , 247.688 , PE: , -433.688 , total: , -186 , delta E: , 9.59615e-14 , t: , 784
KE: , 199.718 , PE: , -385.718 , total: , -186 , delta E: , 9.56559e-14 , t: , 786
KE: , 164.291 , PE: , -350.291 , total: , -186 , delta E: , 9.55031e-14 , t: , 788
KE: , 137.687 , PE: , -323.687 , total: , -186 , delta E: , 9.53503e-14 , t: , 790
KE: , 117.411 , PE: , -303.411 , total: , -186 , delta E: , 9.56559e-14 , t: , 792
KE: , 101.815 , PE: , -287.815 , total: , -186 , delta E: , 9.55031e-14 , t: , 794
KE: , 89.7976 , PE: , -275.798 , total: , -186 , delta E: , 9.56559e-14 , t: , 796
KE: , 80.6132 , PE: , -266.613 , total: , -186 , delta E: , 9.56559e-14 , t: , 798
KE: , 73.7516 , PE: , -259.752 , total: , -186 , delta E: , 9.59615e-14 , t: , 800
KE: , 68.8656 , PE: , -254.866 , total: , -186 , delta E: , 9.59615e-14 , t: , 802
KE: , 65.7249 , PE: , -251.725 , total: , -186 , delta E: , 9.59615e-14 , t: , 804
KE: , 64.1893 , PE: , -250.189 , total: , -186 , delta E: , 9.59615e-14 , t: , 806
KE: , 64.1923 , PE: , -250.192 , total: , -186 , delta E: , 9.59615e-14 , t: , 808
KE: , 65.7338 , PE: , -251.734 , total: , -186 , delta E: , 9.62671e-14 , t: , 810
KE: , 68.8808 , PE: , -254.881 , total: , -186 , delta E: , 9.59615e-14 , t: , 812
KE: , 73.774 , PE: , -259.774 , total: , -186 , delta E: , 9.58087e-14 , t: , 814
KE: , 80.6437 , PE: , -266.644 , total: , -186 , delta E: , 9.59615e-14 , t: , 816
KE: , 89.8379 , PE: , -275.838 , total: , -186 , delta E: , 9.59615e-14 , t: , 818
KE: , 101.867 , PE: , -287.867 , total: , -186 , delta E: , 9.56559e-14 , t: , 820
KE: , 117.479 , PE: , -303.479 , total: , -186 , delta E: , 9.56559e-14 , t: , 822
KE: , 137.775 , PE: , -323.775 , total: , -186 , delta E: , 9.58087e-14 , t: , 824
KE: , 164.408 , PE: , -350.408 , total: , -186 , delta E: , 9.56559e-14 , t: , 826
KE: , 199.875 , PE: , -385.875 , total: , -186 , delta E: , 9.58087e-14 , t: , 828
KE: , 247.902 , PE: , -433.902 , total: , -186 , delta E: , 9.55031e-14 , t: , 830
KE: , 313.475 , PE: , -499.475 , total: , -186 , delta E: , 9.50446e-14 , t: , 832
KE: , 399.991 , PE: , -585.991 , total: , -186 , delta E: , 9.53503e-14 , t: , 834
KE: , 494.456 , PE: , -680.456 , total: , -186 , delta E: , 9.41278e-14 , t: , 836
KE: , 540.538 , PE: , -726.538 , total: , -186 , delta E: , 8.37371e-14 , t: , 838
KE: , 490.871 , PE: , -676.871 , total: , -186 , delta E: , 7.48744e-14 , t: , 840
KE: , 395.948 , PE: , -581.948 , total: , -186 , delta E: , 7.39576e-14 , t: , 842
KE: , 310.269 , PE: , -496.269 , total: , -186 , delta E: , 7.39576e-14 , t: , 844
KE: , 245.545 , PE: , -431.545 , total: , -186 , delta E: , 7.38048e-14 , t: , 846
KE: , 198.146 , PE: , -384.146 , total: , -186 , delta E: , 7.3652e-14 , t: , 848
KE: , 163.119 , PE: , -349.119 , total: , -186 , delta E: , 7.38048e-14 , t: , 850
KE: , 136.799 , PE: , -322.799 , total: , -186 , delta E: , 7.38048e-14 , t: , 852
KE: , 116.73 , PE: , -302.73 , total: , -186 , delta E: , 7.39576e-14 , t: , 854
KE: , 101.29 , PE: , -287.29 , total: , -186 , delta E: , 7.39576e-14 , t: , 856
KE: , 89.3944 , PE: , -275.394 , total: , -186 , delta E: , 7.38048e-14 , t: , 858
KE: , 80.3079 , PE: , -266.308 , total: , -186 , delta E: , 7.38048e-14 , t: , 860
KE: , 73.5281 , PE: , -259.528 , total: , -186 , delta E: , 7.39576e-14 , t: , 862
KE: , 68.7131 , PE: , -254.713 , total: , -186 , delta E: , 7.39576e-14 , t: , 864
KE: , 65.6365 , PE: , -251.636 , total: , -186 , delta E: , 7.3652e-14 , t: , 866
KE: , 64.1611 , PE: , -250.161 , total: , -186 , delta E: , 7.39576e-14 , t: , 868
KE: , 64.223 , PE: , -250.223 , total: , -186 , delta E: , 7.39576e-14 , t: , 870
KE: , 65.8249 , PE: , -251.825 , total: , -186 , delta E: , 7.39576e-14 , t: , 872
KE: , 69.0362 , PE: , -255.036 , total: , -186 , delta E: , 7.42632e-14 , t: , 874
KE: , 74.0007 , PE: , -260.001 , total: , -186 , delta E: , 7.45688e-14 , t: , 876
KE: , 80.9529 , PE: , -266.953 , total: , -186 , delta E: , 7.41104e-14 , t: , 878
KE: , 90.2458 , PE: , -276.246 , total: , -186 , delta E: , 7.39576e-14 , t: , 880
KE: , 102.398 , PE: , -288.398 , total: , -186 , delta E: , 7.39576e-14 , t: , 882
KE: , 118.167 , PE: , -304.167 , total: , -186 , delta E: , 7.39576e-14 , t: , 884
KE: , 138.673 , PE: , -324.673 , total: , -186 , delta E: , 7.41104e-14 , t: , 886
KE: , 165.594 , PE: , -351.594 , total: , -186 , delta E: , 7.41104e-14 , t: , 888
KE: , 201.467 , PE: , -387.467 , total: , -186 , delta E: , 7.39576e-14 , t: , 890
KE: , 250.074 , PE: , -436.074 , total: , -186 , delta E: , 7.38048e-14 , t: , 892
KE: , 316.426 , PE: , -502.426 , total: , -186 , delta E: , 7.42632e-14 , t: , 894
KE: , 403.688 , PE: , -589.688 , total: , -186 , delta E: , 7.42632e-14 , t: , 896
KE: , 497.644 , PE: , -683.644 , total: , -186 , delta E: , 7.33463e-14 , t: , 898
KE: , 540.368 , PE: , -726.368 , total: , -186 , delta E: , 6.35668e-14 , t: , 900
KE: , 487.542 , PE: , -673.542 , total: , -186 , delta E: , 5.59266e-14 , t: , 902
KE: , 392.292 , PE: , -578.292 , total: , -186 , delta E: , 5.50098e-14 , t: , 904
KE: , 307.387 , PE: , -493.387 , total: , -186 , delta E: , 5.53154e-14 , t: , 906
KE: , 243.428 , PE: , -429.428 , total: , -186 , delta E: , 5.47042e-14 , t: , 908
KE: , 196.592 , PE: , -382.592 , total: , -186 , delta E: , 5.53154e-14 , t: , 910
KE: , 161.961 , PE: , -347.961 , total: , -186 , delta E: , 5.50098e-14 , t: , 912
KE: , 135.921 , PE: , -321.921 , total: , -186 , delta E: , 5.4857e-14 , t: , 914
KE: , 116.057 , PE: , -302.057 , total: , -186 , delta E: , 5.47042e-14 , t: , 916
KE: , 100.771 , PE: , -286.771 , total: , -186 , delta E: , 5.50098e-14 , t: , 918
KE: , 88.9953 , PE: , -274.995 , total: , -186 , delta E: , 5.53154e-14 , t: , 920
KE: , 80.0059 , PE: , -266.006 , total: , -186 , delta E: , 5.51626e-14 , t: , 922
KE: , 73.3075 , PE: , -259.308 , total: , -186 , delta E: , 5.53154e-14 , t: , 924
KE: , 68.5632 , PE: , -254.563 , total: , -186 , delta E: , 5.53154e-14 , t: , 926
KE: , 65.5504 , PE: , -251.55 , total: , -186 , delta E: , 5.50098e-14 , t: , 928
KE: , 64.1351 , PE: , -250.135 , total: , -186 , delta E: , 5.50098e-14 , t: , 930
KE: , 64.256 , PE: , -250.256 , total: , -186 , delta E: , 5.51626e-14 , t: , 932
KE: , 65.9183 , PE: , -251.918 , total: , -186 , delta E: , 5.50098e-14 , t: , 934
KE: , 69.1941 , PE: , -255.194 , total: , -186 , delta E: , 5.51626e-14 , t: , 936
KE: , 74.2304 , PE: , -260.23 , total: , -186 , delta E: , 5.50098e-14 , t: , 938
KE: , 81.2655 , PE: , -267.265 , total: , -186 , delta E: , 5.4857e-14 , t: , 940
KE: , 90.6579 , PE: , -276.658 , total: , -186 , delta E: , 5.50098e-14 , t: , 942
KE: , 102.934 , PE: , -288.934 , total: , -186 , delta E: , 5.53154e-14 , t: , 944
KE: , 118.862 , PE: , -304.862 , total: , -186 , delta E: , 5.50098e-14 , t: , 946
KE: , 139.58 , PE: , -325.58 , total: , -186 , delta E: , 5.47042e-14 , t: , 948
KE: , 166.793 , PE: , -352.793 , total: , -186 , delta E: , 5.47042e-14 , t: , 950
KE: , 203.079 , PE: , -389.079 , total: , -186 , delta E: , 5.50098e-14 , t: , 952
KE: , 252.272 , PE: , -438.272 , total: , -186 , delta E: , 5.47042e-14 , t: , 954
KE: , 319.41 , PE: , -505.41 , total: , -186 , delta E: , 5.43985e-14 , t: , 956
KE: , 407.401 , PE: , -593.401 , total: , -186 , delta E: , 5.37873e-14 , t: , 958
KE: , 500.756 , PE: , -686.756 , total: , -186 , delta E: , 5.22593e-14 , t: , 960
KE: , 540.036 , PE: , -726.036 , total: , -186 , delta E: , 4.33966e-14 , t: , 962
KE: , 484.154 , PE: , -670.154 , total: , -186 , delta E: , 3.78956e-14 , t: , 964
KE: , 388.656 , PE: , -574.656 , total: , -186 , delta E: , 3.66732e-14 , t: , 966
KE: , 304.537 , PE: , -490.537 , total: , -186 , delta E: , 3.69788e-14 , t: , 968
KE: , 241.337 , PE: , -427.337 , total: , -186 , delta E: , 3.65204e-14 , t: , 970
KE: , 195.056 , PE: , -381.056 , total: , -186 , delta E: , 3.66732e-14 , t: , 972
KE: , 160.815 , PE: , -346.815 , total: , -186 , delta E: , 3.66732e-14 , t: , 974
KE: , 135.052 , PE: , -321.052 , total: , -186 , delta E: , 3.66732e-14 , t: , 976
KE: , 115.39 , PE: , -301.39 , total: , -186 , delta E: , 3.63676e-14 , t: , 978
KE: , 100.257 , PE: , -286.257 , total: , -186 , delta E: , 3.63676e-14 , t: , 980
KE: , 88.6003 , PE: , -274.6 , total: , -186 , delta E: , 3.66732e-14 , t: , 982
KE: , 79.7074 , PE: , -265.707 , total: , -186 , delta E: , 3.63676e-14 , t: , 984
KE: , 73.0898 , PE: , -259.09 , total: , -186 , delta E: , 3.63676e-14 , t: , 986
KE: , 68.4158 , PE: , -254.416 , total: , -186 , delta E: , 3.62148e-14 , t: , 988
KE: , 65.4668 , PE: , -251.467 , total: , -186 , delta E: , 3.63676e-14 , t: , 990
KE: , 64.1115 , PE: , -250.111 , total: , -186 , delta E: , 3.65204e-14 , t: , 992
KE: , 64.2914 , PE: , -250.291 , total: , -186 , delta E: , 3.63676e-14 , t: , 994
KE: , 66.0142 , PE: , -252.014 , total: , -186 , delta E: , 3.66732e-14 , t: , 996
KE: , 69.3547 , PE: , -255.355 , total: , -186 , delta E: , 3.63676e-14 , t: , 998
KE: , 74.463 , PE: , -260.463 , total: , -186 , delta E: , 3.63676e-14 , t: , 1000
